Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,175.3353213,187.2958048,205.4954242,257.8999156,304.5891741,321.7141298,339.2985567,377.923697,397.1883108,449.9318888,517.8846102,561.9845944,546.1554983,522.8178121,529.7521223,550.3674557,570.6640966,567.7001,608.5582854,652.1980799,731.6640004,805.8353665,814.6963284,875.6480553,958.2320833,1066.972207,1159.331041,1217.645762,1177.580991,1126.854095,1202.858834,1203.673594,1212.430025,1340.833191,1560.015283,1828.005207,2142.405075,2644.676305,3089.772485,3032.697442,3607.727172,4144.951132,4398.727146,4591.321025,4720.8735,4459.714936,4458.579336,4784.672358,,
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,166.6396456,175.9252593,192.5675558,238.2575392,284.0792262,304.1573337,319.1364584,352.3175877,373.0109872,419.9675236,486.0305015,556.1708032,535.482687,499.984181,497.3527628,513.6853954,525.4266193,522.7140685,557.0569713,587.0459267,653.5281359,713.1924624,715.7172401,758.5029678,820.905185,913.0521358,990.7356913,1036.631629,1003.338401,962.0389309,1021.748664,1019.036814,1028.068465,1133.483556,1314.199535,1531.78027,1794.071182,2198.021584,2561.668772,2509.10113,2963.439345,3387.131898,3587.869125,3741.487275,3853.985883,3644.255067,3623.3499,3861.412306,,
IDA total,IDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,144.4838744,191.7765464,234.5444644,236.2650852,241.3471073,275.9124662,295.7430874,362.3025904,582.192527,534.3509174,432.4819818,381.4583587,379.4333285,351.0775056,351.5994892,359.585276,329.706469,344.0358742,348.277981,328.6159154,297.6124718,280.3601375,315.2809053,344.5201645,349.8937446,352.1919075,355.3891574,361.9886309,354.5958272,374.6540959,407.7924149,464.5441139,519.5828619,620.7341609,709.4507487,825.5330026,811.2148347,895.5461865,979.2571723,1044.196673,1110.097737,1207.618531,1188.780354,1139.047116,1147.442788,,
IDA blend,IDB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,192.9032205,165.2128059,178.2184355,180.1902509,234.8882518,277.2249261,329.6315417,331.8573286,362.1860813,384.0683402,495.884666,1061.232821,952.8772291,698.4898586,567.2022436,545.7456592,460.7176111,459.0320654,475.6708858,421.8445579,436.6752309,443.6371401,418.6636018,353.4781745,362.0141733,411.439007,441.7602626,446.2989606,435.0280948,445.8248431,443.4977604,450.1962972,494.724133,542.6088892,639.7935016,735.0769717,937.7958996,1062.024511,1214.479548,1144.354963,1272.141324,1402.654495,1533.193142,1641.755121,1786.819566,1710.904471,1562.937325,1490.922137,,
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,72.92413923,72.09030712,80.47502636,113.9698556,158.8164397,187.3190005,225.5479734,265.3328832,295.240153,241.5852736,351.8814358,439.6944346,490.6940263,420.3419167,427.3444137,427.6051089,410.1291937,369.5709245,411.0004668,438.2268837,477.1668313,537.0612145,581.5960763,722.0535067,809.8899057,908.0487144,1005.397027,940.1550471,393.1471708,554.6724608,631.851942,538.9213663,667.0484257,783.6169648,820.3604085,882.4742693,1126.82583,1316.463291,1538.135336,1673.094186,2325.629811,2680.861714,2746.810324,2703.68793,2625.293844,2539.742356,2806.658678,2934.499889,,
IDA only,IDX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,295.7677836,283.8654407,276.5562487,275.5132563,285.5464539,292.6801784,294.371403,296.8209176,280.8989827,295.2017171,297.9331638,281.1428737,270.0606071,237.1878709,264.3099993,293.2809185,299.1703559,309.0886029,307.651977,319.9579502,304.2126373,310.3249856,335.5041713,369.617031,402.179298,445.8260804,515.2208798,612.8929782,633.2233598,693.0277953,756.3813607,784.6617719,826.946998,898.6247957,911.7856481,917.2760311,973.872855,,
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,104.0515127,109.5197148,113.4071006,132.930451,150.1768002,143.1905458,145.6410706,167.8007715,185.3361431,200.7720557,241.2062632,242.7291765,242.5346602,258.0983072,244.4408317,259.7329078,274.5423843,300.6321514,312.1513709,303.3563343,321.3594318,263.4656374,276.3230756,261.8220346,302.8441505,325.8307845,349.2058993,363.526268,364.4788988,389.5237284,386.4131035,393.8695007,410.3498128,476.451466,547.820316,620.8600977,699.1362832,889.5676737,850.1403266,954.3754827,1172.804567,1258.540207,1248.822896,1249.209021,1368.284906,1404.923449,1504.456703,1678.499262,,
Not classified,INX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1443.598698,1649.946928,2015.118313,2324.636684,2393.770663,2852.410429,2759.330333,3185.629002,3974.936869,4861.871539,5624.656535,5302.134502,5303.183579,5008.425593,4735.654566,4938.484739,6733.326496,7957.260542,8805.3924,9048.148861,11507.74633,11546.99549,12712.65699,11912.78242,12931.58632,15311.71633,16770.7229,17883.14891,19102.73355,19959.74403,19854.49704,20844.63303,23466.34906,30588.98264,35048.57372,37224.47968,39792.3285,44606.07975,44588.3435,36047.54943,33811.35879,34894.67632,32476.6804,35990.78919,38773.82086,34295.07959,37043.51184,37988.28351,,
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,299.1602629,353.8725804,433.1442489,668.693781,847.4849994,1050.446582,1358.066928,1613.056136,1429.659405,1828.293051,1996.242272,2134.651993,2515.137692,2957.110176,2974.685077,3193.335958,3586.432966,2180.141651,1898.163802,1771.230807,1678.49233,,,757.5010326,848.8690371,1174.863041,1386.63109,1338.107514,1334.789225,1320.532647,1189.601352,1447.457252,1520.887113,1782.728078,2140.327487,2485.094926,2883.58805,3843.037808,4294.777204,4545.706308,5355.085433,6281.140202,6168.139627,4691.415485,4313.717253,3845.949567,4077.744551,4237.956184,,
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,2301.173413,2072.141742,2287.930716,2109.692859,2389.899177,2337.749967,2295.285867,2727.942576,2930.459514,2868.774458,8399.331503,,,,,,,,,,,,,,1015.547272,1400.68054,1837.013931,2506.986473,3807.607257,3225.643864,3721.645311,4693.543039,5317.2171,5476.731905,5211.015227,3950.234726,3733.833829,3943.678434,,
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32128.8055,32308.96488,39150.32601,43220.20479,42343.9413,50188.99162,59619.51372,,
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2064.124837,1924.809607,2439.178508,2998.999286,4161.242886,3741.531502,3606.624911,4027.381268,3742.499709,4698.337942,4902.739631,5144.106198,5592.513433,6157.39654,5460.639305,5006.456098,6235.890259,7518.036165,9231.537437,9034.204288,10510.79424,11549.67976,12509.11743,12180.98824,13497.74304,15375.28746,16391.74645,16543.1425,16257.60649,15656.29589,16904.7668,16569.50738,15045.59802,15352.95042,16155.92582,17145.84787,18358.39854,21056.38446,24677.9329,22998.193,25867.4727,28698.98273,27322.64199,30818.04975,32497.68938,30877.04235,32130.89535,34949.56244,,
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1880.081075,2053.762088,2383.712021,2845.742813,3165.114269,3533.99447,3485.129296,3974.483694,4873.120667,6124.170686,7310.383184,6468.939349,6389.006675,6632.464891,6566.282748,6762.548805,9583.710535,12110.53125,13411.68818,13925.84265,17512.81513,18403.00966,19361.31932,15699.98477,16126.7293,17391.19453,19514.3726,18451.64413,18893.13447,18742.82166,17059.87593,17335.90371,18702.24227,23047.83203,26419.50459,27098.2098,28289.98562,31684.7099,33639.29645,30490.16397,29459.5333,31385.78409,28361.44912,28810.48189,28875.13354,24511.37283,25361.60232,26537.35914,,
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,690.4109866,872.3500728,868.9170109,1092.25496,1274.156987,1241.222423,1327.360545,1055.975889,896.3952188,960.4314042,1086.339278,1189.431895,1267.668056,780.1272083,665.5845792,926.1646633,1110.142361,1322.386296,1526.720213,1560.686294,1359.147327,1196.838955,1923.574541,1838.405276,2217.996391,2530.174047,2863.624772,2977.554574,2949.700689,2975.187709,2991.177068,3090.324775,2987.5296,3218.899999,3515.699595,3741.398481,4004.665473,4308.998784,3721.345107,4134.572385,4505.271714,4710.463786,4435.645304,4301.493236,4320.381276,4234.580212,4438.771135,,
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,363.3730425,404.0715435,471.3158637,579.6032515,643.3058173,771.5897568,927.1791936,1124.369822,1365.560969,1561.01183,1692.58895,1716.202908,1703.785315,1606.627796,1514.388372,1878.785582,1887.572797,1644.902747,1059.368316,1003.349458,935.9666114,1127.829281,1139.003748,1215.673872,1270.020045,1252.216826,1286.376831,1395.700145,1398.744445,1484.798219,1560.885795,1620.876875,1699.986487,1881.715106,2014.263415,2350.5184,2564.679102,3121.014356,3208.522317,3288.661378,3394.042798,3436.534526,3550.908019,3608.824949,3634.018372,3650.808796,3710.807438,,
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1669.422369,1861.661638,2422.121433,3270.900985,3576.947741,3856.578858,4327.471824,5283.528714,7392.675793,7571.976151,7840.888218,8496.675264,7871.672446,8471.022566,8963.313975,9602.781488,14019.5494,16905.56624,20422.86644,20187.23646,20653.31778,23232.87419,25024.90892,28437.11532,30987.17202,34534.74938,30725.77194,27856.78494,25156.94663,28347.32802,30467.46347,26785.05714,25413.27108,27583.76559,30064.30216,29744.04446,28347.04946,28260.14784,30961.03256,31702.71351,35086.7823,38081.33916,38612.86269,32488.22596,30650.29064,28057.78392,31513.02521,31107.44895,,
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125.45505,1003.352408,1031.86641,1043.688698,1132.678321,,851.5275148,734.7182036,991.878893,1087.181872,1376.75446,1817.673688,2193.14529,2958.398559,4348.295304,5187.009841,4810.303986,5717.931578,7113.561886,7834.290256,9380.125613,8848.268727,7995.920451,5697.667748,6377.69293,,
Kenya,KEN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,124.3783318,142.3077356,156.1101658,181.0763769,189.2525182,191.8060087,238.8584407,272.8254265,308.7808355,349.3105847,315.5643407,277.9801011,256.7760592,260.3193548,251.2690485,283.8752213,301.4842019,304.3514569,291.9369553,284.7363382,258.2574488,251.3316451,164.1636527,201.9802807,247.0559903,328.6282026,353.8028267,372.3091918,332.5774175,319.9923972,319.4993212,312.3853498,337.2049707,360.5969277,417.1916476,570.6553412,684.0427496,752.9533151,755.1327258,798.0552513,821.2286873,957.5812582,1018.389558,1083.581869,1111.855259,1219.794152,1320.793895,,
Kyrgyz Republic,KGZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.1397924,277.8241129,208.9699464,224.6184675,257.8594325,265.0488894,317.4164698,355.8262966,409.6568222,479.8139426,646.4041445,787.7705723,703.8104085,664.6806693,805.1514285,958.0330791,945.6230309,948.0408688,825.6901131,862.8972192,970.9430876,,
Cambodia,KHM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.1341513,278.415768,271.578269,237.7782976,264.2314145,268.156219,284.8963342,297.2123747,317.5253773,354.5281161,412.968377,466.987059,547.3864285,639.0729067,621.9837485,660.4069922,742.6516454,800.9583211,868.2249746,914.7458518,968.6525177,1055.781914,1151.491139,,
Kiribati,KIR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,591.1198964,590.0944028,674.1110588,688.6382725,557.964172,444.4757929,432.4847799,508.8802891,612.7824441,590.6991819,614.3484933,977.2808328,980.6437093,906.8179298,1035.26981,1110.396564,1103.085708,1317.37779,1327.531968,1268.475749,1213.608829,1198.231173,1247.102084,1434.895714,1606.960661,1622.675082,1531.126594,1836.208912,1958.885487,1695.332817,2077.419114,2253.920671,2539.370716,2695.298357,2969.356043,3022.356191,2944.213349,3037.314907,,
St. Kitts and Nevis,KNA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,282.8074368,301.9824134,375.6263023,521.2133848,562.5421631,762.6025497,963.6002202,1294.320989,1622.723088,1524.758177,1660.182648,1750.201865,1924.576844,2109.638367,2141.311333,2435.300449,3064.079391,4095.454404,5049.047478,5715.254322,6624.537919,6972.382376,7589.215471,8886.109139,10550.64443,11157.53841,10183.02963,6519.316057,8503.519183,9825.132441,9210.761492,10589.52484,11721.4744,13128.71893,15269.35658,17237.66181,19078.70741,16635.99486,14729.0967,18160.96605,19677.69496,19980.90589,20901.65801,22533.15082,21959.15151,22420.54385,24027.91605,,
Kuwait,KWT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2341.390766,2898.068562,2648.600011,3193.647646,8783.896414,10011.69794,10804.47036,11404.67986,12026.10152,,20431.18334,20721.30625,16935.36521,14799.51782,14556.62125,13562.04366,12676.49835,12930.34357,12106.27405,13627.0449,11085.05688,7216.167596,,,,17186.74271,19599.84522,18716.56678,15169.7322,16040.4538,18583.04263,15968.47344,16341.85409,19773.49901,24730.28055,31532.43067,39305.05883,42306.53975,48465.08232,34707.80669,34443.6355,41012.07519,43965.71007,42359.99253,39127.01611,27669.87443,26409.94033,28637.75798,,
Latin America & Caribbean (excluding high income),LAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,510.0502944,559.4581449,615.6268302,787.8668927,1002.829704,1054.718598,1133.262962,1213.836123,1335.36769,1496.618767,1729.626565,1959.576089,1765.823812,1483.909148,1471.435979,1506.073238,1509.123138,1550.405412,1731.090969,1935.30701,2160.964997,2701.901251,2487.353984,2839.948004,3181.059268,3310.655368,3504.125511,3770.639058,3728.150944,3249.639348,3541.699877,3420.184798,2966.272292,2954.955717,3311.705301,3940.263642,4612.344941,5442.495159,6277.552221,5933.671236,7255.187337,8079.595441,8086.926153,8225.481807,8364.533564,7113.916262,6833.464574,7489.464668,,
Lao PDR,LAO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,440.9633223,585.8010982,425.9890565,249.8734005,131.0348878,153.0484976,179.9585859,205.7261583,219.0629266,252.4124337,285.7481069,311.0159659,325.1534356,291.5104115,205.6188709,238.7632941,271.3845236,272.0034339,265.864866,287.302572,337.4498561,388.0476816,436.3255063,540.8364593,647.5588786,707.2786232,780.0778387,943.8080286,1122.67949,1324.382694,1475.370783,1611.085441,1752.796771,1783.679257,,
Lebanon,LBN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.580078,1030.233269,1425.045014,1645.358413,2072.560558,2455.759462,2931.423494,3287.964575,3478.566282,3800.094571,3874.748195,3787.360765,3661.294718,3696.68702,3189.004087,3855.756391,3937.008104,3803.34314,4450.330431,5200.750121,6188.536904,6439.665358,6347.234371,6528.790625,6442.87683,6271.739577,6175.053078,6134.641408,6318.234572,,
Liberia,LBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.7539104,224.6993284,221.9384593,151.088173,208.5155339,219.9875301,254.4917517,282.5529212,331.2481114,304.6589684,325.9455466,381.1862626,358.7051443,396.596356,382.9194383,375.3667164,363.9288892,337.9140564,,
Libya,LBY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2762.489661,3542.917942,4047.125098,5526.462287,6249.453002,7849.317344,9841.674863,7735.877739,8716.151932,4828.790247,9361.972259,8316.837353,5695.220469,4020.767796,3723.958358,4988.89555,,
St. Lucia,LCA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1066.570162,1207.866799,1296.475819,1383.685547,1497.143418,1609.812719,1899.933176,2043.516108,2258.315415,2526.78852,2779.219381,2891.581877,3185.408717,3146.784975,3249.454561,3371.036671,3492.678706,3512.779217,3759.11198,3920.221124,3955.515937,3678.112364,3737.751839,4004.668576,4195.49029,4455.749599,5574.567744,6177.384317,6087.36044,6077.523735,6631.366645,6945.484088,6817.66626,7073.569498,6770.371322,7214.868569,7340.667367,7711.430068,,
Latin America & Caribbean,LCN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,529.2410743,583.8880037,638.9115612,821.7930894,1024.782137,1049.809554,1132.208745,1222.613186,1348.57233,1523.916429,1776.199724,2015.273637,1806.02467,1511.110744,1495.055645,1521.623669,1525.308319,1576.532386,1753.96627,1955.486929,2183.091239,2716.058424,2530.960313,2880.400493,3225.469706,3381.817589,3577.454365,3854.850939,3815.781714,3340.397037,3622.359868,3493.595837,3043.602333,3035.471839,3411.123889,4055.127048,4729.143957,5568.609735,6419.133228,6077.382418,7419.152732,8277.266977,8326.144814,8492.782507,8609.361018,7390.936546,7126.381524,7783.923662,,
Least developed countries: UN classification,LDC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,231.1787085,239.3005858,245.5022952,256.4471898,259.7600228,268.6420985,271.8334332,235.2830013,226.5736136,199.0780203,222.7498544,248.9098632,256.5347782,262.1682127,259.24412,277.3517281,258.2866546,271.2189973,296.6159117,322.0109581,352.9776959,388.3505717,441.4866789,512.3661151,549.9548837,613.5846366,685.35496,717.0615913,743.4283488,828.9481714,837.8891542,833.0576582,891.8201996,,
Low income,LIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.9233778,232.3908067,243.9291309,252.5351455,222.5934502,207.9818658,166.3961123,182.779458,204.284678,211.7399787,225.3346015,222.9520699,252.6000432,231.3491288,236.8114265,243.4927428,274.5700892,301.7045226,332.3387184,389.7988451,464.1297627,479.4482925,510.5359367,549.8043859,593.7266372,630.8899185,668.2046157,654.7348987,624.5694917,641.2118351,,
Liechtenstein,LIE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,159.5732481,170.8323799,187.1919565,228.2845957,231.8955814,205.118271,232.5185158,156.312496,214.2982532,252.0607368,270.3665993,291.8258498,308.7197651,350.0127173,350.1875159,370.5467126,380.4338735,393.6761097,388.3890127,440.4813784,484.0165122,519.4002058,547.8152256,610.121159,667.4262683,706.1038161,765.6637111,784.7747579,771.6234126,799.6264732,773.4671878,809.1877064,922.3099969,994.6963862,1160.859814,1327.968071,1512.748501,1862.262123,1943.060536,2597.124533,2960.500031,3071.002141,3273.704381,3450.308438,3476.573508,3476.69897,3659.803702,,
Lower middle income,LMC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,121.0607592,121.9732926,129.1774166,149.0201482,179.9438229,194.8989586,203.7616959,225.4004362,251.3784632,264.6026374,326.4490792,416.5906158,407.2357449,366.2626689,339.5284962,346.1909689,345.3090924,359.2332394,373.2705706,367.6597308,387.6360098,367.8915516,378.7634782,378.2287945,418.3088172,465.5151173,503.1835086,511.4395028,456.7458471,486.3148109,491.7706367,487.5847678,517.6381752,580.3118606,647.3615394,726.5230174,854.2875114,1028.357775,1112.13174,1153.432861,1383.736955,1518.743949,1581.266317,1625.58032,1716.706177,1718.226338,1770.595742,1844.159397,,
Low & middle income,LMY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,162.8235582,171.623877,188.3589802,232.2180653,278.3767415,301.5030198,315.7212866,347.2119517,367.6941549,412.3418971,474.5680484,542.0235492,524.2647718,492.0307503,490.3000576,506.8510929,518.6376752,514.8683254,548.8710942,577.847408,642.4641923,698.7820206,696.2351039,736.1911648,793.4843263,876.8462388,949.8173815,994.7225405,958.5379138,920.7138692,981.2123538,977.0506427,986.3035551,1088.817394,1262.484464,1469.294945,1726.43403,2116.283601,2460.120453,2425.259597,2871.130421,3284.670935,3489.143531,3638.300613,3752.029071,3555.54353,3536.398618,3766.934651,,
Lesotho,LSO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,468.5948787,476.0624481,438.9619447,483.9717664,408.6730105,301.2326037,340.6400341,424.1246556,457.3438624,449.8895168,523.6496529,577.6521167,627.0804776,594.9968167,601.4631076,648.5983044,600.1770689,614.5821876,541.4187967,542.5446419,507.82003,544.7057753,511.3108076,754.2446645,963.0824257,1023.572531,1061.031123,1104.260945,1086.020489,1032.153135,1313.282046,1411.773396,1294.141351,1191.467259,1182.036018,1124.317676,1043.114869,1146.251228,,
Late-demographic dividend,LTE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,180.0168015,195.6762713,219.4477573,272.1725721,306.1394895,330.6637702,349.3297085,399.0861875,408.9763014,460.1672667,497.6025377,523.6036174,529.6339346,477.8444664,498.9713475,527.7132714,563.6277397,572.4716594,638.7275535,760.3154391,777.4881081,891.9766249,835.1485316,865.0924604,996.7556208,1232.128638,1366.676482,1419.909783,1356.044438,1234.692428,1339.366887,1368.5168,1441.945043,1625.364255,1925.800844,2292.144212,2748.790841,3464.003144,4206.7296,4110.361599,4827.073258,5741.470252,6183.120122,6612.230535,6831.772252,6380.79502,6376.139315,6909.589633,,
Lithuania,LTU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707.044558,1884.507411,2328.787919,2630.846863,2563.947244,2741.364294,2967.077026,3527.735112,4635.757275,5704.308915,6775.253891,7935.283237,10389.77609,12633.0777,10302.31777,,,,,,,,,,
Luxembourg,LUX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2556.454589,2601.196265,3356.585873,4458.089044,5638.490601,5830.572911,6787.133786,7735.609487,9670.614848,11185.92042,12410.48253,10872.75497,11088.65735,11192.9209,10799.58015,11212.06899,15967.5583,19906.6091,22031.12101,23054.80098,29460.17157,31872.47311,34822.25018,34754.47352,36596.59812,43989.26087,43384.18968,40027.04179,39227.52158,41576.48547,37804.3813,37876.05814,39365.51722,46951.51042,61681.49727,66272.29149,64410.23461,81768.3125,82487.46783,57108.00231,63004.25537,66255.24597,61116.20869,62617.19921,65253.56929,55795.44158,56279.72107,60887.9248,,
Latvia,LVA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.685081,1578.030063,1801.098289,2012.440672,2130.671945,2399.520575,2662.179749,3115.443521,3883.876989,4778.304962,5826.425416,7228.752789,10598.61957,12526.91312,10201.79908,8601.764483,10349.66472,10290.37398,11348.43025,11902.1528,10423.15779,11021.38714,12356.80722,,
"Macao SAR, China",MAC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,227.4787582,244.7726454,279.0458499,334.2816641,404.0886235,458.7636847,476.524849,532.4351235,621.0939264,723.9749335,956.6816377,750.9036772,726.1989,650.3779859,581.5649391,562.9119928,735.8918816,801.0231156,907.4716968,921.410257,1045.320664,1099.46446,1128.646252,1034.999525,1155.018231,1231.916122,1357.181119,1210.42515,1286.206876,1263.760591,1164.15243,1168.408708,1238.511565,1511.357294,1713.733643,1788.368619,1940.794075,2207.938476,2550.541832,2505.126324,2473.287086,2646.551135,2523.378516,2730.992192,2733.623835,2493.347184,2514.144076,2631.301978,2792.135133,
Monaco,MCO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.1901191,413.4935752,466.0571439,401.8809875,267.4839732,299.1818212,367.4472706,420.8870876,539.563551,722.1094545,832.9419429,954.5143375,1209.596562,1688.738254,1462.882531,1636.32958,1999.478252,2139.060122,2339.805454,2326.826594,1841.256187,1926.579726,2302.305591,,
Madagascar,MDG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,437.5087277,374.7374919,355.9286008,342.2728212,272.4769738,257.8566324,284.9668172,214.3214968,195.5507978,192.9119393,239.6653316,195.876326,221.2622867,240.8633178,205.0007792,207.9581367,258.6435597,225.4165233,231.5262244,225.3288181,226.2912332,257.5556087,243.4735414,294.5134461,225.9471502,253.3106273,269.0269927,350.4067885,435.7436843,386.2201228,381.7990089,419.6846231,402.0950526,414.8653258,404.3204669,357.6867398,358.1402801,405.0806171,,
Maldives,MDV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,570.2252572,578.054434,551.8641576,715.5802946,751.3516714,823.5958379,876.0311765,988.0981598,1066.439536,1182.273261,1403.193126,1557.128465,1709.563956,1790.700331,1907.517162,1993.802335,2766.079326,2800.169259,3178.543434,3653.453438,3330.90061,4441.972088,4447.380565,5347.116555,5164.898206,5396.348598,5818.460657,5821.006629,6230.768202,6720.951751,7227.780798,7382.518121,7623.815678,,
